548493408-7,727055630-X,Messenger. The,Drama|Romance|War,1997
791549682-4,590155691-7,Loop the Loop (Up and Down) (Horem pádem),Comedy,1997
851853823-8,851107258-6,Forgetting the Girl,Drama,2010
850467436-3,395677210-5,Jour se lève. Le (Daybreak),Crime|Drama|Romance|Thriller,2010
391782394-2,290779195-8,Stone Cold,Action|Crime,2011
187346235-2,257893973-X,Krabat,Drama|Fantasy,2004
241721107-6,088330110-5,Girl From Paris. A (hirondelle a fait le printemps. Une),Comedy|Drama,2012
653297955-4,144379971-8,Port of Shadows (Quai des brumes),Drama,1995
925607705-1,952245962-3,Dreamland,Drama,2005
962797609-1,876720427-9,Mr. Woodcock,Comedy,1997
085954927-5,234438712-9,Bugs Bunny's Looney Christmas Tales,Animation|Children,2001
729095833-0,579179250-6,Michael Collins,Drama,2007
694676918-X,941397240-0,No Logo,Documentary,2011
226219475-0,261731483-9,Sir Arne's Treasure,Drama,2006
135989698-8,474660318-9,Toughguy,Crime|Drama|Thriller,1988
416171009-7,580419018-0,Fear and Desire,Drama|War,1997
852416527-8,592015238-9,Muppets. The,Children|Comedy|Musical,2011
885449589-1,172341012-8,The New Girlfriend,Drama,2013
556183882-2,257676917-9,Alice Doesn't Live Here Anymore,Drama|Romance,1997
132538019-9,259603034-9,Stranger by the Lake (L'inconnu du lac),Drama|Romance,2009
325395486-2,291968227-X,My Best Fiend (Mein liebster Feind),Documentary,2011
318677416-0,219507917-7,Jodhaa Akbar,Drama|Musical|Romance|War,2004
156270775-2,515638550-8,Biutiful,Drama,2008
222451219-8,900682587-5,When Brendan Met Trudy,Comedy|Romance,2002
388609301-8,759954142-X,Fly Away (Bis zum Horizont. dann links!),Comedy,2005
274594945-4,097875111-6,Angel of Death,Action|Crime|Thriller,2008
740848862-6,731344000-6,Bat. The,Mystery|Thriller,1998
695977641-4,904408764-9,Fawlty Towers (1975-1979),Comedy,1989
726188171-6,945056306-3,The Conrad Boys,Drama,2005
668962926-0,701789978-4,Good People,Drama|Thriller,2005
823529972-0,301480591-2,Grant Morrison: Talking with Gods,Documentary,2005
514582753-9,703194107-5,Planes,Adventure|Animation|Comedy,2007
481998934-0,688013266-9,Queen of Versailles. The,Documentary,2000
429480948-5,757876496-9,Werewolf Woman (La lupa mannara),Horror,1989
599505365-5,743399040-2,Groundstar Conspiracy. The,Action|Crime|Mystery|Romance|Sci-Fi|Thriller,2005
782757132-8,192263392-5,Malice in Wonderland,Drama|Fantasy|Romance,2007
236920528-8,990936529-4,Amanece. que no es poco,Comedy,2004
277451090-2,009441848-9,Conviction,Drama,1995
988773906-5,773215091-0,Blonde Ice,Film-Noir,1998
130908353-3,683511723-0,Bad Boy Bubby,Drama,1993
272390960-3,433630631-1,Edge of Seventeen,Comedy|Drama|Romance,1988
521342893-2,191227097-8,First Snow,Drama|Thriller,2007
406286297-2,615754004-4,Louie Bluie,Documentary,1990
160438755-6,139168877-5,Laissons Lucie faire !,(no genres listed),1997
590033564-X,030478510-5,I Love. You Love (Ja milujem. ty milujes),Comedy|Drama|Romance,1995
423666596-4,489034428-4,Super Fly (Superfly),Action|Crime|Drama,1991
600443141-9,940099223-8,Very Potter Musical. A,Comedy|Musical,1993
614570935-9,856360488-0,Outskirts (Okraina),Drama|War,1989
045666420-3,232331942-6,Supporting Characters,Comedy|Romance,2006
322483502-8,812882072-9,12th & Delaware,Documentary,1995
562692906-1,226847147-0,Scary Movie 5 (Scary MoVie),Comedy,1992
941037557-6,000050982-5,Megan Is Missing,Crime|Drama,1996
455427148-X,103763733-X,Help!,Comedy|Musical,2011
669101364-6,012957604-2,Alive,Drama,2008
539040761-X,529245347-1,Snow Queen. The (Lumikuningatar),Children|Fantasy,1996
205791632-4,158577329-8,PT 109,Drama|War,1999
000608455-9,230737830-8,Unconscious (Inconscientes),Comedy|Mystery|Romance,2012
225100368-1,067471394-X,Born to Race,Action,2005
443619370-5,058065342-0,How to Lose Friends & Alienate People,Comedy,1972
440062704-7,975675650-0,Simple Simon (I rymden finns inga känslor),Comedy|Drama,2009
625066705-9,266271165-5,Endangered Species,Mystery|Sci-Fi|Thriller,1995
768958277-X,316257683-0,Sokkotanssi,Comedy|Drama,1986
538027377-7,124127986-1,Children of Leningradsky. The,Documentary,1985
803390504-2,491289960-7,Blank Check,Children|Comedy,1992
199639469-X,424311594-X,2046,Drama|Fantasy|Romance|Sci-Fi,1969
875112739-3,983224041-7,Soft Shell Man (Un crabe dans la tête),Drama|Romance,1999
441120679-X,888374682-1,Goodbye. South. Goodbye (Nan guo zai jian. nan guo),Crime|Drama,1980
627130933-X,755883233-0,Cabiria,Adventure|Drama|War,1996
338897795-X,484834129-9,35 and Ticking,Romance,1984
747932804-4,851649907-3,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),Drama,2012
545635394-6,247045532-4,Night and the City,Crime|Drama,2009
888775818-2,677857804-1,Alexander the Great,Drama,1988
249703222-X,980595038-7,Cut,Comedy|Horror|Mystery|Thriller,2002
143147783-4,447414047-8,Nadine,Comedy,2001
297236159-8,654379999-4,Professional. The (Le professionnel),Action|Drama|Thriller,2003
426605527-7,161248653-3,Yes. Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie),Action,2006
290560737-8,674349858-0,Art of Negative Thinking. The (Kunsten å tenke negativt),Comedy|Drama,2007
953224144-2,999893398-6,On Deadly Ground,Action|Adventure|Thriller,2000
559578725-2,981886359-3,The Big Cube,Mystery|Thriller,2006
552967539-5,699722251-X,Before Your Eyes (Min Dit: The Children of Diyarbakir),Drama,2012
662190371-5,195948375-7,Stay Alive,Horror|Sci-Fi|Thriller,2013
492766219-5,631591834-4,Belle of the Nineties,Comedy|Western,2006
770235009-1,926421180-2,Dragon Missile. The (Fei long zhan),Action,2011
341146783-5,770225687-7,Grosse Pointe Blank,Comedy|Crime|Romance,1987
594152093-X,084858252-7,Strangeland,Thriller,2009
005827224-0,023632916-2,All Over Me,Drama,2010
132124753-2,609486804-8,Lucifer Rising,Fantasy,1991
220377006-6,293798617-X,Yesterday Was a Lie,Drama|Film-Noir|Mystery|Romance|Sci-Fi,2000
597517381-7,836137507-4,Forever. Darling,Comedy|Fantasy,1969
732548470-4,789495990-1,That Night in Varennes (Nuit de Varennes. La),Drama,2000
821304146-1,357923248-7,Black Rock,Horror|Thriller,1996
075526302-2,241190083-X,Sam's Song,Drama,2009
755840707-9,701603378-3,Pledge. The,Crime|Drama|Mystery|Thriller,2007
065575897-6,584217897-4,Way Down East,Drama|Romance,2001
582020024-1,804424943-5,At Berkeley,Documentary,2010
254228222-6,065557701-7,Time for Killing. A,Western,1994
141306229-6,545485700-9,For Richer or Poorer,Comedy,2004
998832006-X,722249139-2,Caught,Drama|Film-Noir,1998
047374739-1,150842784-4,All's Well,Drama,2012
699345177-8,941141142-8,Heat,Action|Crime|Thriller,2000
401044481-9,243941148-5,Burning Plain. The,Drama|Romance,1992
631310209-6,814979299-6,The Black Devil,Comedy|Fantasy,1999
974519620-7,161072311-2,Business of Strangers. The,Action|Drama|Thriller,2008
179349565-3,213609271-5,Go-Getter. The,Comedy|Drama,2002
983150245-0,170003351-4,Heavens Fall,Drama,2008
952045864-6,048804012-4,Ward. The,Horror|Thriller,1989
117175511-2,696554976-9,Forgotten. The,Drama|Mystery|Sci-Fi|Thriller,1985
943950239-8,598982029-1,Dames du Bois de Boulogne. Les (Ladies of the Bois de Boulogne. The) (Ladies of the Park),Drama|Romance,1996
018160736-0,514404122-1,Bed of Roses,Drama|Romance,1998
498955477-9,087909903-8,Don't Look in the Basement!,Horror,1998
537645228-X,412561138-6,Youth of the Beast (Yaju no seishun),Action|Crime|Mystery,2005
591776209-0,968596741-5,Ax. The (couperet. Le),Comedy|Crime,1998
882288770-0,735100245-2,Gold,Crime|Sci-Fi,2010
095968439-5,584762249-X,Bobcat Goldthwait: You Don't Look the Same Either,Comedy,1996
904186659-0,190575027-7,Tetsuo II: Body Hammer,Horror|Sci-Fi,2003
514288215-6,858169003-3,Hud,Drama|Western,2009
307623157-X,283185432-6,Brannigan,Action,2007
214108698-1,092148918-8,Return to Oz,Adventure|Children|Fantasy,2004
789838588-8,932867515-4,Eggs,Comedy|Drama,2012
873408496-7,487176567-9,Beau Brummell: This Charming Man,Drama,1994
895370162-7,005774333-9,This Man Must Die (Que la bête meure),Crime|Drama|Thriller,2008
289862251-6,999397498-6,Summer Things (Embrassez qui vous voudrez),Comedy|Drama|Romance,1985
249392175-5,033166995-1,Presentation. or Charlotte and Her Steak (Présentation ou Charlotte et son steak),Comedy|Romance,1989
119880105-0,173818460-9,Stevie Nicks: Live at Red Rocks,Documentary|Musical,2011
415970244-9,746987880-7,Hocus Pocus,Children|Comedy|Fantasy|Horror,2010
454585861-9,165324313-9,Danny Deckchair,Comedy|Romance,2009
343059510-X,535477253-2,White Reindeer. The (Valkoinen peura),Drama|Fantasy|Horror,1998
900650904-3,088382998-3,Jet Pilot,Drama,2008
190375139-X,836948240-6,TT3D: Closer to the Edge,Documentary,1999
261681297-5,338444490-6,Goodnight. Mister Tom,Drama,1985
148545017-9,186685046-6,Marva Collins Story. The,Documentary|Drama,1999
495144454-2,562147818-5,Babette's Feast (Babettes gæstebud),Drama,1998
858720091-7,371116699-7,Sleeping Beauty,Animation|Children|Musical,1993
453849438-0,232997883-9,Green Years. The,Drama,2010
483587566-4,800869308-8,Passion of Joan of Arc. The (Passion de Jeanne d'Arc. La),Drama,1995
635661240-1,435628530-1,Dead Air,Horror|Sci-Fi|Thriller,2008
079387256-1,114525141-2,The Big Flame,Drama,2001
298668748-2,856852519-9,Trick or Treat,Animation,1998
412767436-9,665379416-4,Cuenca Crime. The (Crimen de Cuenca. El),Drama,1987
507944092-9,720078580-6,Edge of Tomorrow,Action|Sci-Fi|IMAX,2006
298690148-4,197402783-X,Glorious 39,Drama|Romance|Thriller|War,2011
195116814-3,785487865-X,Pajama Game. The,Comedy|Musical|Romance,1993
931067796-1,911643123-5,Curve. The (Dead Man's Curve),Comedy|Drama|Mystery|Romance|Thriller,2011
547176162-6,812451965-X,Big Momma's House 2,Action|Comedy|Crime,1992
450204348-6,814761943-X,Grandmother,Drama,1992
381476638-5,837982246-3,Love. Money. Love,Drama|Romance,1966
909119588-6,982643219-9,Lovelace,Drama,2009
309815848-4,694570302-9,Fire Down Below,Action|Drama|Thriller,2007
550021817-4,565707957-4,Batman Forever,Action|Adventure|Comedy|Crime,2008
584348936-1,993163123-6,On the Threshold (Lars i porten),Children|Drama,2000
272168823-5,074753418-7,Red,Action|Comedy,2009
002639011-6,707863591-4,Are All Men Pedophiles,Documentary,1994
616773079-2,434049211-6,Blue Car,Drama,2003
155999105-4,077675064-X,In Old Chicago,Action|Drama|Musical|War,2012
810322381-6,637485299-0,Commandments,Romance,1966
925577551-0,859091060-1,Season of the Witch,Adventure|Drama|Fantasy,2008
426912046-0,768635358-3,Just Anybody (Le premier venu),Drama|Romance,1989
489114462-9,407073242-X,The Pokrovsky Gates,Comedy|Drama|Musical|Romance,1995
587304111-3,788321578-7,All American Orgy (Cummings Farm),Comedy,2004
042852896-1,558786592-4,Case départ,Comedy,2006
893114271-4,238881760-9,Black Balloon. The,Drama,2002
314220004-5,274477099-X,Fat. Sick & Nearly Dead 2,Documentary,2011
726982500-9,695861542-5,Sex of Angels. The (El sexo de los ángeles),Drama|Romance,2002
571365638-1,722247594-X,The Forgotten Faces,(no genres listed),2012
922988422-7,747449089-7,Boris Godunov,Drama,2008
177962454-9,566961334-1,Beatdown,Action|Crime|Thriller,1977
931622483-7,141604787-5,Bingo,Adventure|Comedy,1993
036421827-4,559711341-0,Back In Action,Action|Adventure|Drama,2003
306297522-9,903369825-0,Rocky III,Action|Drama,2008
167812312-9,002419687-8,The Death and Life of Bobby Z,Action|Crime|Drama|Thriller,1998
605429562-4,249320667-3,F/X,Action|Crime|Thriller,2011
051370701-8,127918941-X,Naked Fear,Horror|Thriller,1988
829855691-7,924633013-7,Watcher. The,Crime|Thriller,2005
674539758-7,492665002-9,Goodbye Girl. The,Comedy|Romance,2010
973457838-3,888109317-0,Razortooth,Action|Horror|Sci-Fi|Thriller,1996
673327565-1,410092845-9,Requiem for a Dream,Drama,2003
606914227-6,072971373-3,Signal. The,Sci-Fi|Thriller,1992
607385169-3,939502678-2,It,Drama|Fantasy|Horror|Mystery|Thriller,1987
743912986-5,340424819-8,Luther the Geek,Horror,1986
507578435-6,031131838-X,Angus,Comedy,1986
617302704-6,198038637-4,Locals. The,Horror|Thriller,1992
843284114-5,628106010-5,Poltergeist,Horror|Thriller,1992
493518002-1,767133858-3,Highway 61,Comedy,1999
573892871-7,079412776-2,Patton Oswalt: Werewolves and Lollipops,Comedy,2002
918561891-8,285632085-6,Fist of Fury (Chinese Connection. The) (Jing wu men),Action|Drama|Romance|Thriller,1990
007205596-0,487276381-5,Maltese Falcon. The,Film-Noir|Mystery,2006
698045355-6,989732445-3,Broken Vessels,Drama,1994
207041778-6,752322107-6,Last King of Scotland. The,Drama|Thriller,2012
329182242-0,031270613-8,Monkey's Paw. The,Horror|Thriller,2003
752690722-X,220826550-5,Never Back Down,Action,1994
105799963-6,293534483-9,Reagan,Documentary,1994
610732674-X,292955388-X,Rugrats Go Wild!,Adventure|Animation|Children|Comedy,1992
855478496-0,521262127-5,Viking. The,Action|Adventure|Drama,1991
205212604-X,896104074-X,What's Love Got to Do with It?,Drama|Musical,2005
975706840-3,467257683-3,Mortal Kombat,Action|Adventure|Fantasy,2009
121172979-6,700315983-X,Le Mans,Action|Adventure,2011
985358371-2,384886793-1,Ali,Drama,2008
729762186-2,629367235-6,WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,2013
517141514-5,632764370-1,Square Dance,Drama|Romance,1995
946253691-0,792284834-X,Joe Strummer: The Future Is Unwritten,Documentary,1999
143347931-1,399691087-8,Pompeii,Action|Adventure|Drama,1992
207337338-0,277092656-X,Wilby Wonderful,Drama,2011
090406449-2,825579801-3,Half Baked,Comedy,2000
624822308-4,813493175-8,Rock-a-Bye Baby,Comedy,1998
282068819-5,496180689-7,Enola Gay and the Atomic Bombing of Japan,Documentary,2002
879822881-1,080712369-2,Mr. Blandings Builds His Dream House,Comedy,1992
928739089-4,717338019-7,Black Moon,Fantasy|Mystery|Sci-Fi|War,2009
928434513-8,164953894-4,Myriad of Lights (Lights of Ten Thousand Homes. The) (Wanjia denghuo),Drama,2007
085782944-0,370060706-7,Trick 'r Treat,Comedy|Horror|Thriller,2006
647054729-X,298901841-7,Hobbit: An Unexpected Journey. The,Adventure|Fantasy|IMAX,1988
504964051-2,637603349-0,Back to the Beach,Comedy,1994
553381904-5,894297098-2,Amador,Drama,2000
352272185-3,692341540-3,Flowers in the Attic,Drama|Thriller,1996
956209873-7,762201139-8,Free Willy,Adventure|Children|Drama,2010
535184723-X,854986927-9,One from the Heart,Drama|Romance,1998
